age,workclass,education,marital-status,race,sex,hours-per-week,incomeclass
35, Private, Masters, Married-civ-spouse, White, Male,40, >50K
36, Private, Some-college, Never-married, White, Male,48, <=50K
45, Private, Some-college, Widowed, White, Female,45, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male,60, <=50K
53, Private, Assoc-acdm, Married-civ-spouse, White, Male,40, >50K
35, Private, Masters, Married-civ-spouse, White, Female,50, >50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male,70, <=50K
65, Self-emp-inc, Some-college, Married-civ-spouse, White, Male,40, <=50K
49, Self-emp-not-inc, 10th, Divorced, White, Male,70, <=50K
24, Private, HS-grad, Never-married, White, Male,40, <=50K
54, Private, Some-college, Married-civ-spouse, White, Male,40, <=50K
17, Private, 10th, Never-married, White, Female,12, <=50K
19, Private, 12th, Never-married, White, Male,16, <=50K
60, Private, HS-grad, Widowed, White, Female,40, <=50K
46, Private, Bachelors, Married-civ-spouse, White, Male,35, >50K
78, ?, Masters, Widowed, White, Female,15, <=50K
26, Private, Some-college, Never-married, Black, Female,40, <=50K
58, Private, 1st-4th, Married-civ-spouse, White, Male,38, <=50K
37, Self-emp-not-inc, HS-grad, Divorced, White, Male,55, <=50K
41, Private, Masters, Married-civ-spouse, White, Male,38, >50K
30, Private, Bachelors, Divorced, White, Male,40, <=50K
19, Private, Some-college, Never-married, White, Female,30, <=50K
48, Private, Bachelors, Married-civ-spouse, White, Male,60, >50K
22, Private, Some-college, Never-married, White, Female,24, <=50K
50, Private, Masters, Married-spouse-absent, White, Male,60, <=50K
25, Private, 1st-4th, Never-married, White, Female,40, <=50K
18, Private, 10th, Never-married, White, Male,6, <=50K
21, Private, HS-grad, Never-married, White, Male,40, <=50K
47, Private, Some-college, Married-civ-spouse, White, Male,50, <=50K
33, Private, HS-grad, Never-married, Amer-Indian-Eskimo, Female,36, <=50K
39, Private, HS-grad, Divorced, White, Male,40, <=50K
67, Self-emp-not-inc, Bachelors, Married-civ-spouse, White, Male,8, >50K
19, Private, Some-college, Never-married, White, Male,24, <=50K
18, Private, 10th, Never-married, White, Male,11, <=50K
36, Private, HS-grad, Never-married, Black, Male,40, <=50K
23, Private, Some-college, Never-married, White, Male,25, <=50K
25, ?, Some-college, Separated, White, Female,20, <=50K
40, Private, Some-college, Married-civ-spouse, White, Male,40, <=50K
73, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male,40, <=50K
35, Private, Some-college, Married-civ-spouse, White, Male,40, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, White, Male,40, >50K
20, Private, 10th, Never-married, White, Male,40, <=50K
20, Private, HS-grad, Never-married, White, Female,40, <=50K
27, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
66, Self-emp-inc, 10th, Married-civ-spouse, White, Male,30, <=50K
66, Private, Masters, Married-civ-spouse, White, Male,50, <=50K
64, Private, Masters, Never-married, White, Female,35, <=50K
48, Private, Some-college, Divorced, White, Male,53, <=50K
24, Private, Bachelors, Never-married, White, Female,40, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male,60, <=50K
25, Private, Bachelors, Married-civ-spouse, White, Male,60, >50K
33, Private, 11th, Separated, White, Female,20, <=50K
50, Private, HS-grad, Married-civ-spouse, White, Male,50, <=50K
51, Private, 7th-8th, Married-spouse-absent, Black, Male,50, <=50K
34, State-gov, Bachelors, Married-civ-spouse, White, Male,38, >50K
41, Local-gov, 7th-8th, Never-married, Black, Female,40, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male,40, <=50K
59, Private, Some-college, Divorced, White, Male,40, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male,40, >50K
36, Self-emp-not-inc, Masters, Never-married, White, Male,45, >50K
37, Private, 1st-4th, Married-civ-spouse, White, Male,85, <=50K
28, Private, HS-grad, Never-married, Amer-Indian-Eskimo, Male,30, <=50K
19, Private, HS-grad, Never-married, White, Male,40, <=50K
28, Private, Some-college, Married-civ-spouse, White, Male,45, <=50K
62, Private, 10th, Married-civ-spouse, Black, Male,40, <=50K
36, Private, Masters, Married-civ-spouse, White, Male,45, >50K
58, Self-emp-not-inc, 10th, Never-married, White, Male,40, <=50K
42, Self-emp-inc, HS-grad, Divorced, White, Male,50, <=50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, White, Male,40, <=50K
29, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
32, State-gov, HS-grad, Never-married, White, Male,50, <=50K
64, Local-gov, 9th, Never-married, White, Male,40, <=50K
39, Private, Bachelors, Married-civ-spouse, White, Female,20, >50K
26, Private, Bachelors, Never-married, Black, Female,20, <=50K
19, Private, HS-grad, Never-married, White, Male,30, <=50K
21, Private, HS-grad, Never-married, White, Female,45, <=50K
32, Private, Some-college, Never-married, White, Female,40, <=50K
30, Local-gov, Assoc-acdm, Married-civ-spouse, White, Male,45, <=50K
26, Private, Bachelors, Never-married, White, Female,50, <=50K
20, Private, Some-college, Never-married, Asian-Pac-Islander, Female,15, <=50K
19, Private, Some-college, Never-married, White, Male,30, <=50K
33, Federal-gov, Bachelors, Married-civ-spouse, White, Male,42, >50K
23, Private, Some-college, Married-civ-spouse, White, Male,40, <=50K
29, Private, HS-grad, Married-civ-spouse, White, Male,45, <=50K
42, Private, HS-grad, Married-civ-spouse, White, Female,40, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male,50, <=50K
63, Private, HS-grad, Married-civ-spouse, Asian-Pac-Islander, Female,20, <=50K
34, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male,24, <=50K
48, Private, HS-grad, Married-civ-spouse, White, Male,50, <=50K
25, Private, Bachelors, Never-married, White, Male,50, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Black, Female,40, <=50K
55, Self-emp-not-inc, HS-grad, Divorced, White, Male,55, >50K
32, Private, Some-college, Never-married, Black, Female,40, <=50K
22, Private, Some-college, Never-married, White, Male,25, <=50K
25, Private, HS-grad, Never-married, White, Male,50, <=50K
18, Private, 11th, Never-married, White, Female,16, <=50K
24, Local-gov, Some-college, Married-civ-spouse, White, Female,44, <=50K
29, Private, Bachelors, Never-married, White, Female,40, <=50K
73, ?, 11th, Married-civ-spouse, White, Male,3, <=50K
39, Private, HS-grad, Married-civ-spouse, White, Male,40, >50K
33, Self-emp-inc, Masters, Married-civ-spouse, White, Male,40, <=50K
57, Private, HS-grad, Divorced, White, Female,40, >50K
22, Private, 10th, Separated, White, Female,40, <=50K
33, ?, HS-grad, Separated, White, Female,20, <=50K
33, Private, HS-grad, Married-civ-spouse, White, Male,60, <=50K
42, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
43, Private, Bachelors, Separated, White, Male,45, <=50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male,38, >50K
42, Private, Masters, Divorced, White, Male,40, <=50K
22, Private, Some-college, Never-married, White, Male,30, <=50K
21, ?, Some-college, Never-married, White, Female,35, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, White, Male,50, >50K
39, Private, Some-college, Married-civ-spouse, White, Male,55, <=50K
41, Private, Some-college, Married-civ-spouse, White, Female,32, >50K
20, Local-gov, HS-grad, Never-married, Black, Male,40, <=50K
47, Private, Some-college, Married-civ-spouse, White, Male,40, <=50K
44, Private, Some-college, Divorced, White, Female,40, <=50K
29, Private, Bachelors, Never-married, Black, Female,40, <=50K
52, Private, Some-college, Married-spouse-absent, White, Female,16, >50K
71, Private, Some-college, Widowed, White, Male,35, >50K
52, Private, HS-grad, Never-married, White, Male,55, <=50K
36, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
53, Private, Some-college, Divorced, White, Male,48, >50K
37, Private, HS-grad, Married-civ-spouse, White, Female,30, >50K
26, Private, 10th, Never-married, White, Male,40, <=50K
34, Private, Bachelors, Married-civ-spouse, White, Male,55, >50K
35, Private, Bachelors, Never-married, White, Male,50, >50K
20, Private, 9th, Never-married, White, Female,40, <=50K
34, Local-gov, Some-college, Married-civ-spouse, White, Male,40, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, White, Male,60, <=50K
39, Private, Bachelors, Married-civ-spouse, White, Female,36, >50K
24, Private, Some-college, Never-married, White, Female,20, <=50K
24, Private, 11th, Divorced, White, Female,35, <=50K
23, Private, Bachelors, Never-married, White, Male,50, <=50K
27, Private, Bachelors, Never-married, White, Male,45, <=50K
25, Private, HS-grad, Never-married, White, Female,40, <=50K
29, Private, Some-college, Never-married, White, Female,40, <=50K
42, Private, Some-college, Married-civ-spouse, White, Female,37, >50K
51, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
31, Private, Assoc-voc, Married-civ-spouse, White, Male,40, <=50K
59, Private, 1st-4th, Married-civ-spouse, White, Male,40, <=50K
29, Private, HS-grad, Married-civ-spouse, White, Female,40, <=50K
18, Private, HS-grad, Never-married, White, Female,20, <=50K
24, Private, HS-grad, Married-civ-spouse, White, Female,36, <=50K
38, State-gov, Some-college, Separated, White, Male,40, <=50K
36, Private, HS-grad, Never-married, Black, Female,28, <=50K
34, Self-emp-not-inc, HS-grad, Separated, White, Male,50, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, White, Male,70, >50K
45, Self-emp-not-inc, 12th, Divorced, Black, Male,35, <=50K
21, Private, Assoc-voc, Never-married, White, Male,40, <=50K
64, Self-emp-inc, Doctorate, Married-civ-spouse, White, Male,60, >50K
32, Private, HS-grad, Never-married, Black, Male,40, <=50K
45, Private, Bachelors, Never-married, White, Male,40, >50K
53, Private, 5th-6th, Married-civ-spouse, Asian-Pac-Islander, Male,40, <=50K
42, Private, HS-grad, Married-civ-spouse, White, Male,16, <=50K
32, Private, HS-grad, Divorced, White, Female,40, <=50K
49, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
62, Private, 5th-6th, Married-civ-spouse, White, Male,24, <=50K
28, Private, Bachelors, Married-civ-spouse, White, Male,45, <=50K
29, ?, Doctorate, Married-civ-spouse, White, Male,50, >50K
32, Private, HS-grad, Never-married, White, Male,35, <=50K
37, Self-emp-inc, 10th, Never-married, White, Male,50, >50K
38, Private, Bachelors, Married-civ-spouse, Asian-Pac-Islander, Male,50, >50K
44, Local-gov, HS-grad, Divorced, White, Male,25, <=50K
19, Private, HS-grad, Never-married, White, Male,40, <=50K
22, ?, Some-college, Never-married, White, Male,40, <=50K
24, Private, Bachelors, Never-married, White, Female,40, <=50K
58, Private, HS-grad, Married-civ-spouse, White, Male,50, >50K
56, Private, Bachelors, Widowed, White, Female,40, <=50K
37, Private, 10th, Divorced, White, Female,40, <=50K
43, Private, Some-college, Divorced, White, Male,40, <=50K
32, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
34, Private, Bachelors, Never-married, Black, Female,40, <=50K
44, Private, 9th, Divorced, White, Female,50, <=50K
28, Private, HS-grad, Never-married, White, Male,40, <=50K
35, Private, HS-grad, Divorced, White, Female,35, <=50K
38, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
26, Private, Some-college, Never-married, White, Female,40, <=50K
20, Private, 11th, Never-married, White, Male,60, <=50K
24, Private, HS-grad, Married-civ-spouse, White, Male,60, >50K
40, Private, HS-grad, Divorced, White, Male,45, <=50K
23, Private, HS-grad, Never-married, White, Male,40, <=50K
79, Local-gov, 11th, Married-civ-spouse, White, Male,7, <=50K
44, Private, 10th, Divorced, Other, Female,42, <=50K
51, Private, Masters, Married-civ-spouse, White, Female,50, >50K
30, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
52, Private, Assoc-acdm, Married-civ-spouse, White, Male,48, >50K
41, Private, Bachelors, Married-civ-spouse, White, Male,40, >50K
33, Private, 5th-6th, Married-civ-spouse, Asian-Pac-Islander, Male,40, <=50K
50, Private, Bachelors, Divorced, White, Male,45, >50K
51, Private, Assoc-voc, Married-civ-spouse, White, Male,40, >50K
41, Private, HS-grad, Never-married, White, Male,40, <=50K
35, Private, Bachelors, Married-civ-spouse, White, Female,30, >50K
34, Private, Some-college, Married-civ-spouse, White, Male,40, >50K
28, Private, Bachelors, Never-married, White, Male,45, <=50K
31, Self-emp-inc, Assoc-voc, Divorced, White, Male,40, <=50K
22, Private, HS-grad, Never-married, White, Male,40, <=50K
67, ?, HS-grad, Widowed, White, Female,15, <=50K
65, Private, HS-grad, Married-civ-spouse, White, Male,40, >50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male,50, >50K
23, Private, Some-college, Never-married, White, Male,40, <=50K
29, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, White, Male,50, <=50K
57, Self-emp-not-inc, 10th, Divorced, White, Male,60, >50K
47, Private, Some-college, Widowed, White, Female,35, <=50K
51, Local-gov, HS-grad, Married-civ-spouse, Black, Male,60, <=50K
34, Private, HS-grad, Married-civ-spouse, Black, Male,40, <=50K
52, Private, HS-grad, Married-civ-spouse, White, Male,60, >50K
29, Private, HS-grad, Married-civ-spouse, White, Male,40, >50K
29, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
25, Local-gov, Some-college, Married-civ-spouse, White, Male,40, <=50K
21, Private, Some-college, Never-married, White, Female,40, <=50K
38, Private, Bachelors, Married-spouse-absent, White, Female,40, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male,50, >50K
61, Self-emp-inc, Bachelors, Separated, White, Female,30, <=50K
34, Private, Assoc-acdm, Never-married, Asian-Pac-Islander, Female,60, >50K
41, Private, Bachelors, Married-civ-spouse, White, Male,40, <=50K
27, Local-gov, Assoc-voc, Never-married, White, Male,43, <=50K
78, Self-emp-not-inc, Bachelors, Never-married, White, Male,20, >50K
40, Private, HS-grad, Married-civ-spouse, White, Male,40, >50K
26, Self-emp-not-inc, 7th-8th, Married-civ-spouse, White, Male,75, <=50K
43, Private, HS-grad, Married-civ-spouse, Asian-Pac-Islander, Male,60, <=50K
55, ?, HS-grad, Widowed, White, Female,20, <=50K
25, Private, Assoc-voc, Married-civ-spouse, White, Male,40, <=50K
26, Self-emp-not-inc, Some-college, Never-married, White, Female,48, <=50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, White, Male,68, >50K
25, Private, Some-college, Never-married, White, Male,40, <=50K
22, Private, Some-college, Never-married, Black, Female,30, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male,55, >50K
61, Private, HS-grad, Married-civ-spouse, White, Female,5, <=50K
42, Private, Bachelors, Never-married, White, Male,40, <=50K
21, Private, Assoc-voc, Never-married, White, Female,40, <=50K
44, Private, HS-grad, Married-civ-spouse, Amer-Indian-Eskimo, Male,40, <=50K
65, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
56, ?, HS-grad, Divorced, White, Male,10, <=50K
33, Federal-gov, Assoc-acdm, Divorced, White, Male,40, <=50K
22, Private, 10th, Never-married, White, Female,40, <=50K
43, Private, HS-grad, Divorced, White, Female,24, <=50K
45, Self-emp-inc, HS-grad, Divorced, White, Male,42, <=50K
42, Private, HS-grad, Divorced, White, Female,42, <=50K
37, Private, HS-grad, Married-spouse-absent, Other, Male,40, <=50K
56, Private, 9th, Divorced, White, Male,40, <=50K
35, ?, 10th, Divorced, White, Female,16, <=50K
40, Private, Assoc-acdm, Divorced, Black, Female,32, <=50K
31, Private, Bachelors, Married-civ-spouse, White, Male,55, <=50K
26, Private, Bachelors, Married-civ-spouse, White, Male,40, <=50K
26, State-gov, Bachelors, Never-married, White, Male,40, <=50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, White, Male,70, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Asian-Pac-Islander, Male,40, <=50K
47, Local-gov, Some-college, Married-civ-spouse, Black, Male,50, >50K
22, Private, Some-college, Married-civ-spouse, White, Male,40, <=50K
33, Private, Bachelors, Never-married, White, Male,40, <=50K
37, Private, HS-grad, Never-married, Black, Male,50, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male,98, <=50K
57, Self-emp-not-inc, 10th, Married-civ-spouse, White, Male,8, <=50K
47, Private, Some-college, Divorced, White, Female,60, <=50K
58, Local-gov, 9th, Married-civ-spouse, White, Male,40, <=50K
55, Private, 11th, Widowed, White, Female,40, <=50K
52, Private, Some-college, Married-civ-spouse, White, Male,55, <=50K
29, Private, Bachelors, Never-married, White, Male,40, <=50K
42, Private, Masters, Never-married, White, Female,40, <=50K
23, Private, HS-grad, Divorced, White, Male,60, <=50K
23, Private, 12th, Never-married, White, Female,30, <=50K
46, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, White, Male,60, <=50K
30, Private, Some-college, Never-married, White, Male,40, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, White, Female,70, >50K
25, Private, Some-college, Never-married, White, Female,30, <=50K
32, Private, HS-grad, Married-civ-spouse, White, Male,80, >50K
56, Private, 9th, Married-civ-spouse, Black, Male,40, <=50K
33, Private, HS-grad, Married-civ-spouse, White, Male,43, <=50K
19, State-gov, Some-college, Never-married, White, Male,10, <=50K
20, Private, Some-college, Never-married, White, Female,18, <=50K
34, Private, Some-college, Married-civ-spouse, White, Male,40, <=50K
34, Private, 9th, Divorced, White, Female,40, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male,40, <=50K
55, Private, 9th, Married-civ-spouse, White, Female,23, <=50K
31, Private, Some-college, Never-married, White, Male,45, <=50K
30, Private, HS-grad, Divorced, White, Female,40, <=50K
31, Private, HS-grad, Divorced, White, Male,40, <=50K
51, Private, HS-grad, Separated, White, Male,40, <=50K
59, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
58, Private, HS-grad, Divorced, Black, Female,36, <=50K
40, Private, 9th, Married-civ-spouse, White, Male,40, <=50K
54, Private, HS-grad, Married-civ-spouse, Black, Male,40, <=50K
25, Local-gov, Bachelors, Married-civ-spouse, White, Male,40, >50K
18, Self-emp-inc, 11th, Never-married, White, Male,30, <=50K
41, Private, Some-college, Married-civ-spouse, White, Male,40, <=50K
57, Private, 10th, Widowed, White, Female,40, <=50K
37, Private, HS-grad, Married-civ-spouse, White, Male,40, >50K
46, Private, HS-grad, Never-married, White, Female,24, <=50K
39, Private, HS-grad, Never-married, White, Female,38, <=50K
19, Private, HS-grad, Never-married, White, Female,40, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, White, Male,40, <=50K
54, Private, HS-grad, Never-married, White, Male,41, <=50K
39, Private, Masters, Married-civ-spouse, White, Male,40, >50K
41, Private, HS-grad, Married-civ-spouse, White, Male,40, >50K
26, Private, Prof-school, Never-married, White, Female,30, <=50K
57, Self-emp-inc, HS-grad, Married-civ-spouse, White, Male,50, <=50K
33, Local-gov, Some-college, Married-civ-spouse, White, Male,40, >50K
56, Private, Some-college, Married-civ-spouse, White, Male,40, >50K
60, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
22, Private, HS-grad, Never-married, White, Male,70, <=50K
58, Private, 12th, Married-civ-spouse, White, Male,40, <=50K
48, Federal-gov, Masters, Married-spouse-absent, White, Female,50, >50K
45, Local-gov, Masters, Married-civ-spouse, White, Male,55, >50K
18, Private, HS-grad, Never-married, Asian-Pac-Islander, Female,40, <=50K
56, Private, HS-grad, Widowed, White, Female,40, <=50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, White, Male,60, >50K
40, Private, Bachelors, Never-married, Asian-Pac-Islander, Female,48, <=50K
38, Private, HS-grad, Divorced, White, Male,32, <=50K
58, Private, Some-college, Divorced, White, Female,40, <=50K
23, Private, Some-college, Never-married, White, Male,50, <=50K
63, Private, Some-college, Married-civ-spouse, White, Male,40, <=50K
51, Private, Bachelors, Divorced, White, Male,45, <=50K
22, ?, 5th-6th, Married-civ-spouse, Other, Female,40, <=50K
44, Private, HS-grad, Married-civ-spouse, White, Male,70, <=50K
46, Federal-gov, Some-college, Divorced, White, Male,40, <=50K
64, State-gov, Bachelors, Married-civ-spouse, White, Male,40, <=50K
32, Private, Bachelors, Married-civ-spouse, Black, Male,40, >50K
31, Private, Some-college, Married-civ-spouse, White, Male,40, <=50K
36, Private, Assoc-voc, Married-civ-spouse, White, Male,50, >50K
21, Private, HS-grad, Never-married, White, Female,50, <=50K
30, Private, Some-college, Married-civ-spouse, White, Male,40, <=50K
31, Private, Assoc-voc, Never-married, Black, Female,40, <=50K
54, Private, HS-grad, Married-civ-spouse, White, Male,50, <=50K
59, Local-gov, 9th, Married-civ-spouse, White, Male,40, <=50K
28, Local-gov, Masters, Married-civ-spouse, White, Female,20, >50K
57, Private, HS-grad, Divorced, White, Female,40, <=50K
44, Private, HS-grad, Married-civ-spouse, White, Male,45, <=50K
53, Self-emp-inc, Some-college, Divorced, White, Male,60, <=50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male,60, >50K
19, Private, Some-college, Never-married, White, Female,20, <=50K
39, Self-emp-inc, Assoc-acdm, Married-civ-spouse, White, Male,50, >50K
31, Self-emp-inc, Some-college, Married-civ-spouse, Asian-Pac-Islander, Female,70, <=50K
27, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
46, Local-gov, 9th, Separated, Black, Female,40, <=50K
37, Self-emp-not-inc, Masters, Never-married, White, Male,40, <=50K
27, Private, Bachelors, Never-married, Black, Female,40, <=50K
33, Private, Some-college, Never-married, White, Male,55, <=50K
20, Private, Some-college, Never-married, White, Male,16, <=50K
55, Private, HS-grad, Divorced, White, Male,45, <=50K
39, Private, Assoc-acdm, Never-married, White, Female,40, <=50K
41, Private, HS-grad, Never-married, White, Female,40, <=50K
30, Private, Bachelors, Never-married, White, Female,40, <=50K
39, Self-emp-inc, Bachelors, Married-spouse-absent, White, Male,40, <=50K
28, Private, HS-grad, Separated, White, Female,50, <=50K
25, Private, Some-college, Never-married, White, Male,24, <=50K
31, Private, HS-grad, Married-civ-spouse, White, Male,50, <=50K
51, Private, HS-grad, Married-civ-spouse, White, Male,60, <=50K
24, Private, Bachelors, Never-married, White, Male,40, <=50K
70, Private, HS-grad, Divorced, White, Female,32, <=50K
23, Private, Some-college, Never-married, White, Male,40, <=50K
61, Private, HS-grad, Widowed, White, Female,40, <=50K
45, Self-emp-not-inc, 7th-8th, Married-civ-spouse, White, Male,55, >50K
47, Private, HS-grad, Married-civ-spouse, White, Male,60, <=50K
56, Private, Some-college, Divorced, White, Female,50, <=50K
79, Private, Doctorate, Married-civ-spouse, White, Male,35, >50K
20, Private, Some-college, Never-married, White, Female,15, <=50K
30, Private, HS-grad, Never-married, Asian-Pac-Islander, Male,40, <=50K
27, Private, Bachelors, Married-civ-spouse, White, Male,25, <=50K
40, Private, Bachelors, Married-civ-spouse, White, Male,40, >50K
60, ?, HS-grad, Married-civ-spouse, White, Male,5, <=50K
58, Private, HS-grad, Married-civ-spouse, White, Male,40, >50K
71, Self-emp-not-inc, Prof-school, Married-civ-spouse, White, Male,2, <=50K
50, Private, Prof-school, Married-civ-spouse, White, Male,60, >50K
29, Local-gov, Some-college, Never-married, White, Male,40, <=50K
33, Private, 10th, Separated, White, Female,35, <=50K
60, State-gov, HS-grad, Married-civ-spouse, Amer-Indian-Eskimo, Male,40, >50K
33, Private, Assoc-acdm, Never-married, White, Male,50, <=50K
43, Private, Bachelors, Married-civ-spouse, White, Female,35, >50K
33, Private, 10th, Never-married, Black, Male,40, <=50K
33, Private, HS-grad, Married-civ-spouse, White, Female,52, <=50K
32, State-gov, HS-grad, Married-civ-spouse, White, Male,45, <=50K
21, Private, Some-college, Never-married, White, Female,9, <=50K
38, Private, HS-grad, Married-civ-spouse, White, Female,40, <=50K
38, Private, Some-college, Married-civ-spouse, White, Female,35, >50K
39, State-gov, Some-college, Separated, Black, Female,30, <=50K
17, Private, 11th, Never-married, White, Female,15, <=50K
21, Private, Some-college, Married-civ-spouse, White, Male,40, <=50K
42, Private, Some-college, Married-civ-spouse, White, Male,20, >50K
42, Private, HS-grad, Married-civ-spouse, White, Female,40, >50K
36, Private, 11th, Divorced, White, Female,40, <=50K
32, Private, Some-college, Divorced, White, Female,50, >50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, White, Male,40, >50K
28, Private, Bachelors, Never-married, White, Male,40, <=50K
37, Private, Assoc-voc, Married-civ-spouse, White, Male,40, <=50K
50, Private, HS-grad, Separated, Other, Female,60, <=50K
49, Private, 11th, Married-civ-spouse, White, Male,40, <=50K
40, Private, Masters, Married-civ-spouse, White, Male,40, >50K
40, Private, Some-college, Married-civ-spouse, White, Male,40, <=50K
49, Private, Some-college, Married-civ-spouse, White, Male,40, <=50K
35, Federal-gov, Masters, Never-married, White, Male,40, >50K
33, Local-gov, HS-grad, Divorced, White, Male,40, <=50K
24, Private, HS-grad, Never-married, White, Male,40, <=50K
41, Private, Masters, Never-married, White, Female,40, <=50K
43, Private, Some-college, Married-civ-spouse, Black, Male,40, >50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male,60, >50K
84, Self-emp-not-inc, Bachelors, Married-civ-spouse, White, Male,20, <=50K
23, Private, HS-grad, Never-married, White, Male,40, <=50K
41, Private, Bachelors, Married-civ-spouse, White, Male,50, >50K
55, Self-emp-inc, HS-grad, Married-civ-spouse, White, Male,45, >50K
30, Self-emp-not-inc, Some-college, Never-married, White, Male,45, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, Asian-Pac-Islander, Male,40, <=50K
55, Private, Some-college, Married-civ-spouse, White, Male,40, >50K
34, Private, Some-college, Never-married, White, Male,40, <=50K
54, Self-emp-not-inc, Masters, Divorced, White, Male,60, <=50K
27, Private, Some-college, Never-married, Black, Male,40, <=50K
52, Local-gov, Masters, Married-civ-spouse, White, Female,40, >50K
36, Private, Some-college, Married-civ-spouse, Black, Female,40, >50K
25, Self-emp-not-inc, HS-grad, Never-married, White, Male,40, <=50K
52, Private, Bachelors, Married-civ-spouse, White, Male,55, >50K
24, Private, HS-grad, Divorced, Amer-Indian-Eskimo, Female,50, <=50K
36, Private, HS-grad, Never-married, Black, Female,40, <=50K
31, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
66, ?, Some-college, Married-civ-spouse, White, Male,20, <=50K
90, Self-emp-not-inc, Bachelors, Married-civ-spouse, White, Male,50, <=50K
67, Private, Masters, Married-civ-spouse, White, Male,60, >50K
22, Self-emp-inc, 7th-8th, Married-civ-spouse, White, Male,40, <=50K
47, Private, Some-college, Divorced, White, Female,35, <=50K
32, Private, Bachelors, Married-civ-spouse, White, Male,55, >50K
55, Self-emp-not-inc, 7th-8th, Married-civ-spouse, White, Male,50, <=50K
32, Private, HS-grad, Never-married, White, Female,35, <=50K
48, Private, Some-college, Separated, Black, Female,40, <=50K
21, Private, HS-grad, Married-civ-spouse, Other, Male,35, <=50K
33, Private, Assoc-acdm, Married-spouse-absent, White, Female,40, <=50K
27, Private, Some-college, Never-married, White, Female,48, <=50K
47, Private, Assoc-voc, Never-married, White, Female,40, <=50K
18, Private, 11th, Never-married, White, Female,24, <=50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, White, Male,60, >50K
23, Private, Some-college, Never-married, White, Male,37, <=50K
18, Private, 10th, Never-married, White, Female,35, <=50K
56, Private, HS-grad, Married-civ-spouse, White, Male,50, <=50K
24, Private, Bachelors, Never-married, White, Male,35, <=50K
43, Private, Bachelors, Married-civ-spouse, White, Male,40, >50K
23, Private, Bachelors, Never-married, White, Female,60, <=50K
26, Private, Some-college, Never-married, White, Male,42, <=50K
42, Private, HS-grad, Widowed, White, Male,40, <=50K
23, Private, HS-grad, Never-married, White, Female,40, <=50K
53, Self-emp-not-inc, 10th, Married-civ-spouse, White, Male,40, <=50K
51, Private, HS-grad, Married-civ-spouse, White, Male,55, >50K
